Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
74,0.9973342197508661,0.003984657455601431,0.5069849753935206,0.5026407360832227,25.63149582299522,0.7819815977414449
75,0.9940591707404164,0.004084055946547904,0.49262097552294737,0.48403789477419734,25.574277830906645,0.7885115234057108
76,1.002111952435752,0.0040820971721730595,0.42431202302756604,0.4276899800522752,25.872888017603067,0.7859824379285176
77,1.0021240761791808,0.004010318645962611,0.47967369544525906,0.4819891039226297,25.20388967992657,0.7835145966211955
78,0.9997365653217335,0.00400174244038897,0.5286287567183102,0.5281598290270458,25.96000474614453,0.7913787810007731
79,0.9986133325516483,0.004156273826894764,0.6057298163606005,0.6037561537422078,25.972879148975707,0.7841309475898742
80,1.002334743490235,0.0038879673800953415,0.5850466904346637,0.5863528509504982,25.559693759420483,0.7821346092224121
81,0.9992732874763984,0.003633999962285285,0.8613706991795493,0.8724936693162966,25.939614759594605,0.7911539030075073
82,1.0,0.003191231849902432,1.0,1.0,25.185007262235644,0.779864030679067
83,1.0,0.0033855160323286214,1.0,1.0,25.632861845459324,0.7877852694193522
84,1.0,0.0034998706030580345,1.0,1.0,25.736362364019264,0.7813588519891103
85,1.0,0.0032771241063943224,1.0,1.0,25.886349946514954,0.7891955733299255
86,1.0,0.003376086357168965,1.0,1.0,25.92026195986768,0.7917274022102356
87,1.0,0.003285430063386626,1.0,1.0,25.95423118954871,0.7904666837056478
88,1.0,0.003478008182176982,1.0,1.0,25.473442940759377,0.7924677093823751
89,1.0,0.003504838975775559,1.0,1.0,25.408514374916567,0.7848824795087178
90,1.0,0.0035269539276395184,1.0,1.0,25.666426320098022,0.7890449237823486
91,1.0,0.0031662369011351203,1.0,1.0,25.915593306964794,0.7919924068450928
92,1.0,0.0035278098464024544,1.0,1.0,25.821933815414454,0.7853142849604289
93,1.0,0.003469202610138748,1.0,1.0,25.908765688822708,0.7868107374509176
94,1.0,0.0034741337101956127,1.0,1.0,25.846327774688547,0.7895902729034424
95,1.0,0.0032895881963115863,1.0,1.0,25.909018289197814,0.7890975912412007
96,1.0,0.003290927810857875,1.0,1.0,26.042831519738808,0.791248832543691
97,1.0,0.0032846173273473854,1.0,1.0,25.815311228142743,0.7914372420310974
98,1.0,0.003104847908165684,1.0,1.0,25.739531527273385,0.7921074914932251
99,1.0,0.003399483759201034,1.0,1.0,25.95305549923208,0.7876183597246805
100,1.0,0.003145336141707546,1.0,1.0,25.874408428905053,0.7891294050216675
