Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
36,0.9999999706346618,0.0038771026236126206,0.9999999160990337,0.999999889064278,26.72386408888159,0.8249179127775592
37,0.9999979206543864,0.0038614472763964275,0.9999962757293314,0.9999938463302418,26.77234633868764,0.8262883766197864
38,0.9999999748297101,0.0037776272464452544,0.9999998172823401,0.9999997953748656,27.36302914370565,0.8308338565590941
39,0.9999999459304885,0.0037905672250564994,0.999999215992082,0.9999991609903375,27.416255838244684,0.8281417777508865
40,1.0000000971852858,0.0037994284923839315,0.9999993042046257,0.9999994019142926,27.354265197605507,0.8261902136567199
41,1.0000001412332933,0.003745871590576039,0.9999990421306353,0.9999991898895592,27.278046610011067,0.8296177101723942
42,1.000000009788446,0.0038593086695802906,0.9999997305846751,0.99999974316982,27.233996975819537,0.826637738869514
43,1.000000031229804,0.0037554352175997877,0.9999996649787806,0.9999996962085846,27.3830427978068,0.8289627290066378
44,0.9999999240230139,0.0036950871509518965,0.9999989983156863,0.9999989083552058,27.471387782083152,0.8329703697451839
45,0.9999999370742753,0.003747885894733149,0.999999160524221,0.9999991073869424,26.714716950931443,0.8304418415199092
46,0.9999998298674851,0.0036807009244277595,0.9999998307997181,0.9999996615994361,27.285062585389696,0.822933398205557
47,0.9999999116709272,0.003686319265099477,0.9999992054461967,0.9999991147865415,27.18921192474019,0.8322553244637855
48,1.0000002018284355,0.0037203182007494737,0.9999986063117272,0.9999988505567623,27.54625499825158,0.8310775271168461
49,0.9999999483776,0.0036278132900945254,0.9999987422429455,0.999998690154429,27.575742209250123,0.831097846266664
50,0.9999998732163177,0.0036362605346940305,0.999999807493894,0.9999996797779788,27.487182738153844,0.8339497485278565
51,0.9999997035499193,0.003631687134992284,0.9999991661176187,0.9999988729303534,27.590000407775403,0.835043078734551
52,0.9999999752958266,0.003698360472134627,0.9999997576194308,0.9999997371103058,27.71683945725674,0.8365237645161004
53,0.9999999352098093,0.0035466785084743886,0.9999991339555817,0.9999990686992746,27.683339066679675,0.8346178090130841
54,0.999999820079039,0.0035940033332685977,0.9999939241716939,0.9999937698871393,27.59497519618817,0.8390579710772008
55,1.0000001286481484,0.0035534735988891107,0.9999995776984698,0.9999997147367148,27.698220861552606,0.8391401638219386
56,1.000000010720679,0.0035860033643014097,0.9999999491933038,0.9999999608462158,27.618392273546824,0.8360778035940948
57,1.0000001300464978,0.003596567956208163,0.9999996219795354,0.9999997557549649,27.579712531417748,0.8415063866862544
58,1.000000001864466,0.0035523335792612236,0.9999999673718465,0.9999999706346618,27.85706074679168,0.8421682126728105
59,0.9999999114378689,0.0035462033618988064,0.9999997179995301,0.9999996294373991,27.75787808044533,0.8344533662737151
60,1.0000001869127082,0.003557288171659758,0.999997972859432,0.9999982721062117,27.68795355035696,0.8347007739691087
61,1.000000011652912,0.003517055153875873,0.9999999524561192,0.9999999655073806,27.374378381890594,0.8360577371385363
62,1.000000008856213,0.003544374438274,0.9999999370742753,0.9999999463966049,27.562562527748653,0.8345839032420406
63,0.999999945464372,0.003539336928578853,0.9999999417354402,0.9999998876659285,27.771162360042947,0.8380915662388743
64,0.9999997813913712,0.0034602533312166656,0.9999995562571118,0.9999993106137273,27.77294133206009,0.8396684024069044
65,1.000000019576892,0.0036468219270571,0.9999998974543746,0.9999999179634996,25.796831365421575,0.8249349723627538
66,0.9999999995338835,0.0035244317767178443,0.9999999818214573,0.9999999827536903,27.63342659315496,0.8350660834783389
67,0.9999999039800053,0.003528623679654631,0.9999997291863256,0.9999996229117684,27.83243405192232,0.8426316614504213
68,0.9999999440660226,0.0035087775588326904,0.9999998741485506,0.9999998177484566,27.829102977691136,0.8393476215409644
69,0.9999992817145056,0.0034990831818122086,0.9999874922303976,0.9999813227126791,27.744354761904972,0.8391380704479453
70,0.9999999930082528,0.003474546981500216,0.9999998345286499,0.9999998275369028,27.42882612265918,0.837853553560045
71,1.0000000037289318,0.0034746200056566348,0.9999999384726247,0.9999999440660226,27.560035129464765,0.8355443476158896
72,1.000000010720679,0.0034478082374386483,0.9999998438509795,0.9999998555038915,27.26448321113224,0.8336216995745529
73,0.999999931014761,0.003494700259426181,0.9999998056294281,0.9999997366441893,27.733127604558007,0.8364779903564924
74,0.9999999972033011,0.003455013818975141,0.9999999822875738,0.9999999799569914,27.411577084610936,0.8374417057743779
75,0.9999999967371846,0.0034214997509783925,0.9999999930082528,0.9999999897454375,27.744217965680527,0.8379147990250293
76,1.0000000023305824,0.0033504182044034304,0.9999999757619431,0.9999999771602925,27.87973019857614,0.8404792330883167
77,0.9999999757619431,0.0034182556849774175,0.9999999361420423,0.9999999114378689,27.904782329527066,0.8410551690760953
78,0.9999999930082528,0.0033918629907515856,0.999999956185051,0.9999999496594203,27.856725989987517,0.8429205918017729
79,1.0000000326281535,0.0033675211100299223,0.9999999198279655,0.9999999547867016,27.851136386338553,0.8430570302186189
80,1.000000012585145,0.0034372800913796864,0.9999999608462158,0.9999999743635937,27.70831299565632,0.8392577315554207
