Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.9103177026103552,0.01788020997380115,0.4014618624664501,0.29454185511106107,22.52737842524747,0.6853047433458729
2,1.0011007988557787,0.010076094519816711,0.5220753107718825,0.5229218254923704,24.310639817376618,0.751031000599449
3,0.9883556086879555,0.008091687192941923,0.6910012923727287,0.6767858434632377,22.20687985525992,0.7418853568442074
4,1.0039702183107244,0.0075660372491587295,0.46526933532073467,0.459402595927988,24.20565540844622,0.7796100219090779
5,0.9980219230856947,0.006566759831620743,0.30972430121630634,0.3065658702150002,25.3250089278721,0.7761432597666611
6,1.0051868565504385,0.006452750525676726,0.3180475664103835,0.32201226322182464,25.64054631521796,0.7893213460474838
7,1.001170368663027,0.005732684469493225,0.6540757356792368,0.6540213299228765,24.831030633879372,0.7889114241541167
8,0.9997730569755576,0.005713181957085403,0.6578741381827921,0.6549192995036919,25.713564198370925,0.7967040220896403
9,1.0034345480470481,0.005752135329003121,0.5177970539672867,0.5147177470394593,25.754071087100954,0.7952557838993308
10,0.9977513333802582,0.005551916863933162,0.5560808068729449,0.5533166667000406,25.617998406980345,0.7826690238199117
11,1.0004196292843637,0.005162954958609123,0.6329270575636177,0.6332880636114528,25.92076547144196,0.7996844276969816
12,0.9983523710032712,0.00506723818450234,0.7425682744555693,0.7391350703971243,26.030624635002553,0.8096164348684711
13,1.0005720526358715,0.005080946314650226,0.7698260147783647,0.7687582765156922,26.124685325008137,0.7875815475428546
14,1.0036201698456109,0.004765379237591899,0.7048101136761327,0.7058356669990897,26.770212270134245,0.7983288890049781
15,1.0029882319628436,0.004961553789886445,0.6063464120219763,0.6089165357550568,26.692215689480317,0.8073929745473979
16,1.0019669574726362,0.004947918122188204,0.48412260212157127,0.48330275497361946,25.55332800570951,0.8140306262322414
17,1.003381881313007,0.0049469199992956655,0.5238874422373543,0.5266491566235718,26.790139259274817,0.8076999131544137
18,1.0000835912318524,0.004961625696091621,0.4930798076348104,0.4906977080063619,26.603364582017342,0.8188172696549215
19,0.9988996218143437,0.00477248848937561,0.5969136360220663,0.595556040896232,26.222049762512754,0.7989535056514504
20,0.998316105801106,0.0046952424110263905,0.6579172868183282,0.6550592385079504,26.339981229753533,0.8143255445692275
21,1.001448798389379,0.005457639441127185,0.6271232153896246,0.6250514159687337,26.3456145782403,0.8107489788973773
22,1.0003386560539813,0.004729335265505407,0.7495561763571388,0.7511776999178054,26.918593033993513,0.8145242558585273
23,0.9999918578773417,0.004096356905151964,0.9995337073287889,0.999843348039793,27.034143437653732,0.8196249240710411
24,1.0000015172091397,0.004027709745886651,0.9999965180516359,0.9999981830779642,26.808326958534472,0.8204639049223912
25,1.0000008031186935,0.004107524235282213,0.9999953737939441,0.9999962030151606,27.157771066673906,0.8157398147347533
26,0.9999999389387412,0.0040082267689484944,0.999999597275362,0.9999995376124526,27.005199493618637,0.8200683832168579
27,1.0000006362489942,0.003947347964734596,0.9999984455015419,0.9999990920050985,26.718118522700394,0.8181820657518175
28,0.9999999636429147,0.004021286002596073,0.9999997515599166,0.9999997152028313,26.947563709398814,0.8239157067404853
29,1.0000000298314546,0.004008207832511336,0.9999994593048841,0.9999994882041059,27.307779398893977,0.8256362605977942
30,0.9999999114378689,0.003955294920235348,0.9999993931163441,0.9999993059525625,26.959980733267056,0.8268503003650242
31,0.9999998983866075,0.003916958611884599,0.9999996247762343,0.9999995245611912,26.46630444478823,0.8234342454392233
32,1.0000001086051395,0.003911817266550261,0.9999997245251608,0.9999998345286499,27.30032479241904,0.8262509605030954
33,0.9999999822875738,0.0038650951358259367,0.999999674184581,0.9999996583366207,27.27926731378738,0.8224526040348006
34,1.0000001528862053,0.0038227771776650947,0.9999991255654851,0.9999992873079033,27.144385895089194,0.829491455172315
35,0.9999999119039854,0.003917305138989016,0.9999998513088432,0.9999997641450615,27.246395165621525,0.8324717240569032
